scenario_id,profile_id,attachment_size_kb,repeat,turn,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,latency_budget_passed,cost_budget_passed,memory_drift_passed
pivot-t20,pivot,50,2,19,19,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49994,49845,12,0,2098,74773,309,0.011401,18048,none,default,1,1,1
pivot-t20,pivot,50,2,20,20,7123fe62-eaba-4fc9-ba84-789cc5983f4e,49982,49845,12,0,2184,74811,329,0.011419,8663,none,default,1,1,1
pivot-t20,pivot,50,3,1,1,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,50060,49845,2,0,0,12169,294,0.002002,13797,none,default,1,1,0
pivot-t20,pivot,50,3,2,2,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49995,49845,4,0,0,22575,306,0.00357,7752,none,default,1,1,1
pivot-t20,pivot,50,3,3,3,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,50022,49845,6,0,0,32957,307,0.005128,6960,none,default,1,1,1
pivot-t20,pivot,50,3,4,4,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49988,49845,8,0,0,43342,282,0.006671,15951,none,default,1,1,1
pivot-t20,pivot,50,3,5,5,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,50158,49845,10,0,0,53732,311,0.008246,14629,none,default,1,1,1
pivot-t20,pivot,50,3,6,6,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49999,49845,12,0,0,64066,315,0.009799,9486,none,default,1,1,1
pivot-t20,pivot,50,3,7,7,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,50022,49845,12,0,725,74463,297,0.011348,19430,none,default,1,1,1
pivot-t20,pivot,50,3,8,8,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49982,49845,12,0,804,74644,302,0.011378,20159,none,default,1,1,1
pivot-t20,pivot,50,3,9,9,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,50040,49845,12,0,938,74710,321,0.011399,11144,none,default,1,1,1
pivot-t20,pivot,50,3,10,10,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49988,49845,12,0,1125,74777,288,0.011389,10430,none,default,1,1,1
pivot-t20,pivot,50,3,11,11,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49983,49845,12,0,1183,74851,272,0.011391,11637,none,default,1,1,1
pivot-t20,pivot,50,3,12,12,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49974,49845,12,0,1302,74815,284,0.011393,14616,none,default,1,1,1
pivot-t20,pivot,50,3,13,13,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49963,49845,12,0,1609,74823,283,0.011393,21194,none,default,1,1,1
pivot-t20,pivot,50,3,14,14,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49959,49845,12,0,1746,74875,288,0.011404,9407,none,default,1,1,1
pivot-t20,pivot,50,3,15,15,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49936,49845,12,0,1928,74901,281,0.011404,14362,none,default,1,1,1
pivot-t20,pivot,50,3,16,16,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49951,49845,12,0,2109,74814,267,0.011382,11076,none,default,1,1,1
pivot-t20,pivot,50,3,17,17,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49981,49845,12,0,2066,74847,353,0.011439,9336,none,default,1,1,1
pivot-t20,pivot,50,3,18,18,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49956,49845,12,0,2321,74913,294,0.011413,12903,none,default,1,1,1
pivot-t20,pivot,50,3,19,19,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49994,49845,12,0,2595,75008,284,0.011422,16008,none,default,1,1,1
pivot-t20,pivot,50,3,20,20,4a2e1809-e2d6-447f-bab0-ee0e400ce29d,49982,49845,12,0,2492,75062,280,0.011427,14961,none,default,1,1,1
pivot-t20,pivot,100,1,1,1,94efbdfb-05da-4914-8694-2224346b7aab,60216,60000,2,0,0,14198,313,0.002318,6247,none,default,1,1,0
pivot-t20,pivot,100,1,2,2,94efbdfb-05da-4914-8694-2224346b7aab,60151,60000,4,0,0,26642,335,0.004197,6800,none,default,1,1,1
pivot-t20,pivot,100,1,3,3,94efbdfb-05da-4914-8694-2224346b7aab,60178,60000,6,0,0,39084,312,0.00605,16584,none,default,1,1,1
pivot-t20,pivot,100,1,4,4,94efbdfb-05da-4914-8694-2224346b7aab,60144,60000,8,0,0,51498,315,0.007914,14011,none,default,1,1,1
pivot-t20,pivot,100,1,5,5,94efbdfb-05da-4914-8694-2224346b7aab,60314,60000,10,0,0,63951,328,0.009789,19207,none,default,1,1,1
pivot-t20,pivot,100,1,6,6,94efbdfb-05da-4914-8694-2224346b7aab,60155,60000,12,0,0,76364,317,0.011645,17257,none,default,1,1,1
pivot-t20,pivot,100,1,7,7,94efbdfb-05da-4914-8694-2224346b7aab,60178,60000,12,0,675,88748,292,0.013487,19757,none,default,1,1,1
pivot-t20,pivot,100,1,8,8,94efbdfb-05da-4914-8694-2224346b7aab,60138,60000,12,0,803,88878,277,0.013498,11096,none,default,1,1,1
pivot-t20,pivot,100,1,9,9,94efbdfb-05da-4914-8694-2224346b7aab,60196,60000,12,0,914,88879,301,0.013512,18801,none,default,1,1,1
pivot-t20,pivot,100,1,10,10,94efbdfb-05da-4914-8694-2224346b7aab,60144,60000,12,0,1029,88907,304,0.013518,19626,none,default,1,1,1
pivot-t20,pivot,100,1,11,11,94efbdfb-05da-4914-8694-2224346b7aab,60139,60000,12,0,855,88947,296,0.01352,7457,none,default,1,1,1
pivot-t20,pivot,100,1,12,12,94efbdfb-05da-4914-8694-2224346b7aab,60130,60000,12,0,951,88863,278,0.013496,10383,none,default,1,1,1
pivot-t20,pivot,100,1,13,13,94efbdfb-05da-4914-8694-2224346b7aab,60119,60000,12,0,1027,88853,286,0.0135,8712,none,default,1,1,1
pivot-t20,pivot,100,1,14,14,94efbdfb-05da-4914-8694-2224346b7aab,60115,60000,12,0,1162,88864,290,0.013504,20227,none,default,1,1,1
pivot-t20,pivot,100,1,15,15,94efbdfb-05da-4914-8694-2224346b7aab,60092,60000,12,0,1311,88911,291,0.013511,19212,none,default,1,1,1
pivot-t20,pivot,100,1,16,16,94efbdfb-05da-4914-8694-2224346b7aab,60107,60000,12,0,1492,88909,274,0.013501,12300,none,default,1,1,1
pivot-t20,pivot,100,1,17,17,94efbdfb-05da-4914-8694-2224346b7aab,60137,60000,12,0,1626,88932,270,0.013502,22307,none,default,1,1,1
pivot-t20,pivot,100,1,18,18,94efbdfb-05da-4914-8694-2224346b7aab,60112,60000,12,0,1431,88951,297,0.013521,9360,none,default,1,1,1
pivot-t20,pivot,100,1,19,19,94efbdfb-05da-4914-8694-2224346b7aab,60150,60000,12,0,1509,88941,283,0.013511,25178,none,default,1,1,1
pivot-t20,pivot,100,1,20,20,94efbdfb-05da-4914-8694-2224346b7aab,60138,60000,12,0,1617,88969,296,0.013523,20775,none,default,1,1,1
pivot-t20,pivot,100,2,1,1,59fb03c3-f525-433a-92d7-00d33548f8e2,60216,60000,2,0,0,14198,107,0.002194,5038,none,default,1,1,0
pivot-t20,pivot,100,2,2,2,59fb03c3-f525-433a-92d7-00d33548f8e2,60151,60000,4,0,0,26428,111,0.004031,6740,none,default,1,1,1
pivot-t20,pivot,100,2,3,3,59fb03c3-f525-433a-92d7-00d33548f8e2,60178,60000,6,0,0,38647,344,0.006003,16059,none,default,1,1,1
pivot-t20,pivot,100,2,4,4,59fb03c3-f525-433a-92d7-00d33548f8e2,60144,60000,8,0,0,51107,304,0.007848,13258,none,default,1,1,1
pivot-t20,pivot,100,2,5,5,59fb03c3-f525-433a-92d7-00d33548f8e2,60314,60000,10,0,0,63499,314,0.009713,15251,none,default,1,1,1
pivot-t20,pivot,100,2,6,6,59fb03c3-f525-433a-92d7-00d33548f8e2,60155,60000,12,0,0,75902,321,0.011578,10726,none,default,1,1,1
pivot-t20,pivot,100,2,7,7,59fb03c3-f525-433a-92d7-00d33548f8e2,60178,60000,12,0,780,88306,341,0.013451,27030,none,default,1,1,1
pivot-t20,pivot,100,2,8,8,59fb03c3-f525-433a-92d7-00d33548f8e2,60138,60000,12,0,904,88694,305,0.013487,16964,none,default,1,1,1
pivot-t20,pivot,100,2,9,9,59fb03c3-f525-433a-92d7-00d33548f8e2,60196,60000,12,0,1046,88936,320,0.013532,29141,none,default,1,1,1
pivot-t20,pivot,100,2,10,10,59fb03c3-f525-433a-92d7-00d33548f8e2,60144,60000,12,0,1101,88923,310,0.013524,16268,none,default,1,1,1
pivot-t20,pivot,100,2,11,11,59fb03c3-f525-433a-92d7-00d33548f8e2,60139,60000,12,0,1198,88958,312,0.013531,22367,none,default,1,1,1
pivot-t20,pivot,100,2,12,12,59fb03c3-f525-433a-92d7-00d33548f8e2,60130,60000,12,0,1289,88944,303,0.013523,33119,none,default,1,1,1
pivot-t20,pivot,100,2,13,13,59fb03c3-f525-433a-92d7-00d33548f8e2,60119,60000,12,0,1390,88928,299,0.013519,8182,none,default,1,1,1
pivot-t20,pivot,100,2,14,14,59fb03c3-f525-433a-92d7-00d33548f8e2,60115,60000,12,0,1479,88887,297,0.013511,19694,none,default,1,1,1
pivot-t20,pivot,100,2,15,15,59fb03c3-f525-433a-92d7-00d33548f8e2,60092,60000,12,0,1598,88881,288,0.013505,19100,none,default,1,1,1
pivot-t20,pivot,100,2,16,16,59fb03c3-f525-433a-92d7-00d33548f8e2,60107,60000,12,0,1714,88845,270,0.013489,18031,none,default,1,1,1
pivot-t20,pivot,100,2,17,17,59fb03c3-f525-433a-92d7-00d33548f8e2,60137,60000,12,0,1848,88815,285,0.013493,27691,none,default,1,1,1
pivot-t20,pivot,100,2,18,18,59fb03c3-f525-433a-92d7-00d33548f8e2,60112,60000,12,0,1967,88825,289,0.013497,22418,none,default,1,1,1
pivot-t20,pivot,100,2,19,19,59fb03c3-f525-433a-92d7-00d33548f8e2,60150,60000,12,0,2052,88834,284,0.013496,24976,none,default,1,1,1
pivot-t20,pivot,100,2,20,20,59fb03c3-f525-433a-92d7-00d33548f8e2,60138,60000,12,0,2143,88838,289,0.013499,15026,none,default,1,1,1
pivot-t20,pivot,100,3,1,1,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60216,60000,2,0,0,14198,132,0.002209,4702,none,default,1,1,0
pivot-t20,pivot,100,3,2,2,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60151,60000,4,0,0,26466,125,0.004045,8058,none,default,1,1,1
pivot-t20,pivot,100,3,3,3,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60178,60000,6,0,0,38699,136,0.005886,8756,none,default,1,1,1
pivot-t20,pivot,100,3,4,4,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60144,60000,8,0,0,50941,127,0.007717,10182,none,default,1,1,1
pivot-t20,pivot,100,3,5,5,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60314,60000,10,0,0,63202,333,0.00968,14776,none,default,1,1,1
pivot-t20,pivot,100,3,6,6,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60155,60000,12,0,0,75562,323,0.011528,31409,none,default,1,1,1
pivot-t20,pivot,100,3,7,7,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60178,60000,12,0,820,87972,313,0.013384,29578,none,default,1,1,1
pivot-t20,pivot,100,3,8,8,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60138,60000,12,0,950,88341,325,0.013446,12273,none,default,1,1,1
pivot-t20,pivot,100,3,9,9,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60196,60000,12,0,1087,88557,286,0.013455,24362,none,default,1,1,1
pivot-t20,pivot,100,3,10,10,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60144,60000,12,0,1171,88722,300,0.013488,16266,none,default,1,1,1
pivot-t20,pivot,100,3,11,11,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60139,60000,12,0,1110,88933,311,0.013527,26348,none,default,1,1,1
pivot-t20,pivot,100,3,12,12,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60130,60000,12,0,1203,88868,297,0.013508,30715,none,default,1,1,1
pivot-t20,pivot,100,3,13,13,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60119,60000,12,0,1318,88852,309,0.013513,7949,none,default,1,1,1
pivot-t20,pivot,100,3,14,14,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60115,60000,12,0,1546,88858,292,0.013504,28908,none,default,1,1,1
pivot-t20,pivot,100,3,15,15,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60092,60000,12,0,1796,88864,292,0.013505,12157,none,default,1,1,1
pivot-t20,pivot,100,3,16,16,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60107,60000,12,0,1919,88884,298,0.013511,22286,none,default,1,1,1
pivot-t20,pivot,100,3,17,17,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60137,60000,12,0,2059,88913,305,0.01352,17714,none,default,1,1,1
pivot-t20,pivot,100,3,18,18,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60112,60000,12,0,2166,88956,281,0.013512,15238,none,default,1,1,1
pivot-t20,pivot,100,3,19,19,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60150,60000,12,0,2596,88944,298,0.01352,8613,none,default,1,1,1
pivot-t20,pivot,100,3,20,20,a6e00912-6ec4-4a68-83f7-742e7c08e3f5,60138,60000,12,0,2592,89009,288,0.013524,8038,none,default,1,1,1
contradict-t20,contradict,0,1,1,1,03753e79-c62f-4d57-b2b8-653074eb091f,119,0,2,0,0,2167,311,0.000512,5582,none,default,1,1,0
contradict-t20,contradict,0,1,2,2,03753e79-c62f-4d57-b2b8-653074eb091f,71,0,4,0,0,2627,303,0.000576,11928,none,pm,1,1,1
contradict-t20,contradict,0,1,3,3,03753e79-c62f-4d57-b2b8-653074eb091f,124,0,6,0,0,3019,307,0.000637,6146,none,pm,1,1,1
contradict-t20,contradict,0,1,4,4,03753e79-c62f-4d57-b2b8-653074eb091f,67,0,8,0,0,3377,302,0.000688,5389,none,pm,1,1,1
contradict-t20,contradict,0,1,5,5,03753e79-c62f-4d57-b2b8-653074eb091f,66,0,10,0,0,3739,124,0.000635,2717,none,pm,1,1,1
contradict-t20,contradict,0,1,6,6,03753e79-c62f-4d57-b2b8-653074eb091f,97,0,12,0,0,3920,287,0.00076,5530,none,pm,1,1,1
contradict-t20,contradict,0,1,7,7,03753e79-c62f-4d57-b2b8-653074eb091f,57,0,12,0,577,4283,123,0.000716,2665,none,pm,1,1,1
contradict-t20,contradict,0,1,8,8,03753e79-c62f-4d57-b2b8-653074eb091f,136,0,12,0,659,4260,307,0.000823,6005,none,pm,1,1,1
contradict-t20,contradict,0,1,9,9,03753e79-c62f-4d57-b2b8-653074eb091f,52,0,12,0,600,4276,301,0.000822,5587,none,pm,1,1,1
contradict-t20,contradict,0,1,10,10,03753e79-c62f-4d57-b2b8-653074eb091f,56,0,12,0,688,4254,129,0.000715,2566,none,pm,1,1,1
contradict-t20,contradict,0,1,11,11,03753e79-c62f-4d57-b2b8-653074eb091f,67,0,12,0,964,4100,130,0.000693,2561,none,pm,1,1,1
contradict-t20,contradict,0,1,12,12,03753e79-c62f-4d57-b2b8-653074eb091f,54,0,12,0,1066,4146,279,0.000789,4510,none,pm,1,1,1
contradict-t20,contradict,0,1,13,13,03753e79-c62f-4d57-b2b8-653074eb091f,63,0,12,0,1339,4166,272,0.000788,7656,none,pm,1,1,1
contradict-t20,contradict,0,1,14,14,03753e79-c62f-4d57-b2b8-653074eb091f,60,0,12,2,1339,4372,132,0.000735,3176,none,pm,1,1,1
contradict-t20,contradict,0,1,15,15,03753e79-c62f-4d57-b2b8-653074eb091f,69,0,12,2,1820,4555,127,0.000759,2053,none,pm,1,1,1
contradict-t20,contradict,0,1,16,16,03753e79-c62f-4d57-b2b8-653074eb091f,67,0,12,2,2293,4500,292,0.00085,5754,none,pm,1,1,1
contradict-t20,contradict,0,1,17,17,03753e79-c62f-4d57-b2b8-653074eb091f,56,0,12,2,2632,4755,304,0.000896,5427,none,pm,1,1,1
contradict-t20,contradict,0,1,18,18,03753e79-c62f-4d57-b2b8-653074eb091f,65,0,12,2,2992,4991,128,0.000825,2336,none,pm,1,1,1
contradict-t20,contradict,0,1,19,19,03753e79-c62f-4d57-b2b8-653074eb091f,71,0,12,2,3432,4938,128,0.000817,2594,none,pm,1,1,1
contradict-t20,contradict,0,1,20,20,03753e79-c62f-4d57-b2b8-653074eb091f,57,0,12,2,3694,4909,140,0.00082,2536,none,pm,1,1,1
contradict-t20,contradict,0,2,1,1,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,119,0,2,0,0,2167,285,0.000496,4445,none,default,1,1,0
contradict-t20,contradict,0,2,2,2,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,71,0,4,0,0,2592,291,0.000563,5673,none,pm,1,1,1
contradict-t20,contradict,0,2,3,3,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,124,0,6,0,0,2972,112,0.000513,2662,none,pm,1,1,1
contradict-t20,contradict,0,2,4,4,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,67,0,8,0,0,3135,313,0.000658,5085,none,pm,1,1,1
contradict-t20,contradict,0,2,5,5,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,66,0,10,0,0,3511,302,0.000708,5205,none,pm,1,1,1
contradict-t20,contradict,0,2,6,6,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,97,0,12,0,0,3881,317,0.000772,5446,none,pm,1,1,1
contradict-t20,contradict,0,2,7,7,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,57,0,12,0,392,4268,305,0.000823,5077,none,pm,1,1,1
contradict-t20,contradict,0,2,8,8,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,136,0,12,0,566,4390,331,0.000857,7370,none,pm,1,1,1
contradict-t20,contradict,0,2,9,9,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,52,0,12,0,682,4457,302,0.00085,5142,none,pm,1,1,1
contradict-t20,contradict,0,2,10,10,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,56,0,12,0,780,4665,308,0.000885,4540,none,pm,1,1,1
contradict-t20,contradict,0,2,11,11,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,67,0,12,0,926,4689,310,0.000889,5119,none,pm,1,1,1
contradict-t20,contradict,0,2,12,12,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,54,0,12,0,1080,4728,298,0.000888,7225,none,pm,1,1,1
contradict-t20,contradict,0,2,13,13,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,63,0,12,0,1256,4737,302,0.000892,4813,none,pm,1,1,1
contradict-t20,contradict,0,2,14,14,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,60,0,12,2,1256,4777,311,0.000903,7134,none,pm,1,1,1
contradict-t20,contradict,0,2,15,15,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,69,0,12,2,1420,5152,315,0.000962,7342,none,pm,1,1,1
contradict-t20,contradict,0,2,16,16,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,67,0,12,2,1583,5203,295,0.000957,8469,none,pm,1,1,1
contradict-t20,contradict,0,2,17,17,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,56,0,12,2,1753,5235,312,0.000972,6198,none,pm,1,1,1
contradict-t20,contradict,0,2,18,18,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,65,0,12,2,1395,5277,301,0.000972,5733,none,pm,1,1,1
contradict-t20,contradict,0,2,19,19,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,71,0,12,2,1576,5266,288,0.000963,6148,none,pm,1,1,1
contradict-t20,contradict,0,2,20,20,4ceff3e6-3a76-4dd4-aa22-51feda3dc3af,57,0,12,2,1737,5315,297,0.000975,10025,none,pm,1,1,1
contradict-t20,contradict,0,3,1,1,ac767715-9a40-4f24-a9c2-17c22955ae88,119,0,2,0,0,2167,274,0.000489,4360,none,default,1,1,0
contradict-t20,contradict,0,3,2,2,ac767715-9a40-4f24-a9c2-17c22955ae88,71,0,4,0,0,2581,291,0.000562,4564,none,pm,1,1,1
contradict-t20,contradict,0,3,3,3,ac767715-9a40-4f24-a9c2-17c22955ae88,124,0,6,0,0,2961,287,0.000616,8910,none,pm,1,1,1
contradict-t20,contradict,0,3,4,4,ac767715-9a40-4f24-a9c2-17c22955ae88,67,0,8,0,0,3299,257,0.000649,7683,none,pm,1,1,1
contradict-t20,contradict,0,3,5,5,ac767715-9a40-4f24-a9c2-17c22955ae88,66,0,10,0,0,3618,123,0.000616,3902,none,pm,1,1,1
contradict-t20,contradict,0,3,6,6,ac767715-9a40-4f24-a9c2-17c22955ae88,97,0,12,0,0,3798,116,0.000639,2524,none,pm,1,1,1
contradict-t20,contradict,0,3,7,7,ac767715-9a40-4f24-a9c2-17c22955ae88,57,0,12,0,683,3962,134,0.000675,2254,none,pm,1,1,1
contradict-t20,contradict,0,3,8,8,ac767715-9a40-4f24-a9c2-17c22955ae88,136,0,12,0,714,3993,304,0.000781,4794,none,pm,1,1,1
contradict-t20,contradict,0,3,9,9,ac767715-9a40-4f24-a9c2-17c22955ae88,52,0,12,0,891,4031,287,0.000777,5084,none,pm,1,1,1
contradict-t20,contradict,0,3,10,10,ac767715-9a40-4f24-a9c2-17c22955ae88,56,0,12,0,1009,4058,284,0.000779,4810,none,pm,1,1,1
contradict-t20,contradict,0,3,11,11,ac767715-9a40-4f24-a9c2-17c22955ae88,67,0,12,0,1318,4119,303,0.0008,6559,none,pm,1,1,1
contradict-t20,contradict,0,3,12,12,ac767715-9a40-4f24-a9c2-17c22955ae88,54,0,12,0,1563,4359,285,0.000825,12532,none,pm,1,1,1
contradict-t20,contradict,0,3,13,13,ac767715-9a40-4f24-a9c2-17c22955ae88,63,0,12,0,1720,4570,303,0.000867,5345,none,pm,1,1,1
contradict-t20,contradict,0,3,14,14,ac767715-9a40-4f24-a9c2-17c22955ae88,60,0,12,2,1720,4779,289,0.00089,6582,none,pm,1,1,1
contradict-t20,contradict,0,3,15,15,ac767715-9a40-4f24-a9c2-17c22955ae88,69,0,12,2,1922,5134,301,0.000951,5909,none,pm,1,1,1
contradict-t20,contradict,0,3,16,16,ac767715-9a40-4f24-a9c2-17c22955ae88,67,0,12,2,2144,5197,289,0.000953,5192,none,pm,1,1,1
contradict-t20,contradict,0,3,17,17,ac767715-9a40-4f24-a9c2-17c22955ae88,56,0,12,2,2333,5257,313,0.000976,7068,none,pm,1,1,1
contradict-t20,contradict,0,3,18,18,ac767715-9a40-4f24-a9c2-17c22955ae88,65,0,12,2,2679,5321,291,0.000973,13095,none,pm,1,1,1
contradict-t20,contradict,0,3,19,19,ac767715-9a40-4f24-a9c2-17c22955ae88,71,0,12,2,3463,5399,283,0.00098,17105,none,pm,1,1,1
contradict-t20,contradict,0,3,20,20,ac767715-9a40-4f24-a9c2-17c22955ae88,57,0,12,2,3999,5577,108,0.000901,9007,none,pm,1,1,1
contradict-t20,contradict,5,1,1,1,51eab013-18d3-41db-8bf9-c899763fe34d,5275,5096,2,0,0,3204,299,0.00066,5754,none,default,1,1,0
contradict-t20,contradict,5,1,2,2,51eab013-18d3-41db-8bf9-c899763fe34d,5227,5096,4,0,0,4703,331,0.000904,11160,none,pm,1,1,1
contradict-t20,contradict,5,1,3,3,51eab013-18d3-41db-8bf9-c899763fe34d,5280,5096,6,0,0,6161,304,0.001107,16566,none,pm,1,1,1
contradict-t20,contradict,5,1,4,4,51eab013-18d3-41db-8bf9-c899763fe34d,5223,5096,8,0,0,7553,312,0.00132,15057,none,pm,1,1,1
contradict-t20,contradict,5,1,5,5,51eab013-18d3-41db-8bf9-c899763fe34d,5222,5096,10,0,0,8966,314,0.001533,14538,none,pm,1,1,1
contradict-t20,contradict,5,1,6,6,51eab013-18d3-41db-8bf9-c899763fe34d,5253,5096,12,0,0,10388,324,0.001753,16824,none,pm,1,1,1
contradict-t20,contradict,5,1,7,7,51eab013-18d3-41db-8bf9-c899763fe34d,5213,5096,12,0,661,11818,317,0.001963,15672,none,pm,1,1,1
contradict-t20,contradict,5,1,8,8,51eab013-18d3-41db-8bf9-c899763fe34d,5292,5096,12,0,560,11987,322,0.001991,16104,none,pm,1,1,1
contradict-t20,contradict,5,1,9,9,51eab013-18d3-41db-8bf9-c899763fe34d,5208,5096,12,0,689,11999,344,0.002006,10562,none,pm,1,1,1
contradict-t20,contradict,5,1,10,10,51eab013-18d3-41db-8bf9-c899763fe34d,5212,5096,12,0,782,12056,316,0.001998,17420,none,pm,1,1,1
contradict-t20,contradict,5,1,11,11,51eab013-18d3-41db-8bf9-c899763fe34d,5223,5096,12,0,1009,12036,312,0.001993,18872,none,pm,1,1,1
contradict-t20,contradict,5,1,12,12,51eab013-18d3-41db-8bf9-c899763fe34d,5210,5096,12,0,1153,12093,293,0.00199,17563,none,pm,1,1,1
contradict-t20,contradict,5,1,13,13,51eab013-18d3-41db-8bf9-c899763fe34d,5219,5096,12,0,1119,12097,288,0.001987,84266,none,pm,1,1,1
contradict-t20,contradict,5,1,14,14,51eab013-18d3-41db-8bf9-c899763fe34d,5216,5096,12,2,1119,12087,303,0.001995,18999,none,pm,1,1,1
contradict-t20,contradict,5,1,15,15,51eab013-18d3-41db-8bf9-c899763fe34d,5225,5096,12,2,1305,13502,311,0.002212,16393,none,pm,1,1,1
contradict-t20,contradict,5,1,16,16,51eab013-18d3-41db-8bf9-c899763fe34d,5223,5096,12,2,1476,13533,290,0.002204,42519,none,pm,1,1,1
contradict-t20,contradict,5,1,17,17,51eab013-18d3-41db-8bf9-c899763fe34d,5212,5096,12,2,1702,13565,303,0.002217,15142,none,pm,1,1,1
contradict-t20,contradict,5,1,18,18,51eab013-18d3-41db-8bf9-c899763fe34d,5221,5096,12,2,1859,13632,306,0.002228,19661,none,pm,1,1,1
contradict-t20,contradict,5,1,19,19,51eab013-18d3-41db-8bf9-c899763fe34d,5227,5096,12,2,2013,13430,296,0.002192,19263,none,pm,1,1,1
contradict-t20,contradict,5,1,20,20,51eab013-18d3-41db-8bf9-c899763fe34d,5213,5096,12,2,2218,13457,320,0.002211,7571,none,pm,1,1,1
contradict-t20,contradict,5,2,1,1,4fff2665-5a9b-4ea6-9415-95803e439c17,5275,5096,2,0,0,3204,297,0.000659,7168,none,default,1,1,0
contradict-t20,contradict,5,2,2,2,4fff2665-5a9b-4ea6-9415-95803e439c17,5227,5096,4,0,0,4715,301,0.000888,9117,none,pm,1,1,1
contradict-t20,contradict,5,2,3,3,4fff2665-5a9b-4ea6-9415-95803e439c17,5280,5096,6,0,0,6142,278,0.001088,6217,none,pm,1,1,1
contradict-t20,contradict,5,2,4,4,4fff2665-5a9b-4ea6-9415-95803e439c17,5223,5096,8,0,0,7508,275,0.001291,5298,none,pm,1,1,1
contradict-t20,contradict,5,2,5,5,4fff2665-5a9b-4ea6-9415-95803e439c17,5222,5096,10,0,0,8885,318,0.001524,12083,none,pm,1,1,1
contradict-t20,contradict,5,2,6,6,4fff2665-5a9b-4ea6-9415-95803e439c17,5253,5096,12,0,0,10308,280,0.001714,7786,none,pm,1,1,1
contradict-t20,contradict,5,2,7,7,4fff2665-5a9b-4ea6-9415-95803e439c17,5213,5096,12,0,726,11698,272,0.001918,13881,none,pm,1,1,1
contradict-t20,contradict,5,2,8,8,4fff2665-5a9b-4ea6-9415-95803e439c17,5292,5096,12,0,807,11903,332,0.001985,18307,none,pm,1,1,1
contradict-t20,contradict,5,2,9,9,4fff2665-5a9b-4ea6-9415-95803e439c17,5208,5096,12,0,913,11946,282,0.001961,17796,none,pm,1,1,1
