scenario_id,profile_id,attachment_size_kb,repeat,turn,turn_index,session_id,enriched_transcript_chars,attachments_total_chars,messages_in_window,anchors_count,summary_chars,tokens_in,tokens_out,cost_usd,latency_ms,cache_hit_kind,last_resolved_tier,latency_budget_passed,cost_budget_passed,memory_drift_passed
grow-t20,grow,20,3,13,13,0bc7db57-718e-4afc-862f-022363dc8875,20262,20099,12,0,1568,33410,369,0.005233,21704,none,executive,1,1,1
grow-t20,grow,20,3,14,14,0bc7db57-718e-4afc-862f-022363dc8875,20259,20099,12,0,1676,33501,370,0.005247,20983,none,executive,1,1,1
grow-t20,grow,20,3,15,15,0bc7db57-718e-4afc-862f-022363dc8875,20229,20099,12,0,1811,33563,386,0.005266,21704,none,executive,1,1,1
grow-t20,grow,20,3,16,16,0bc7db57-718e-4afc-862f-022363dc8875,20219,20099,12,2,1811,33655,359,0.005264,16377,none,executive,1,1,1
grow-t20,grow,20,3,17,17,0bc7db57-718e-4afc-862f-022363dc8875,20226,20099,12,2,1954,38093,361,0.005931,16678,none,executive,1,1,1
grow-t20,grow,20,3,18,18,0bc7db57-718e-4afc-862f-022363dc8875,20246,20099,12,2,2101,38149,377,0.005949,8548,none,executive,1,1,1
grow-t20,grow,20,3,19,19,0bc7db57-718e-4afc-862f-022363dc8875,20245,20099,12,2,2169,38216,378,0.005959,19658,none,executive,1,1,1
grow-t20,grow,20,3,20,20,0bc7db57-718e-4afc-862f-022363dc8875,20252,20099,12,2,2314,38238,399,0.005975,27481,none,executive,1,1,1
grow-t20,grow,50,1,1,1,dddf482f-29bc-482f-a386-e520c8c3ceae,50058,49845,2,0,0,12177,337,0.002029,5120,none,default,1,1,0
grow-t20,grow,50,1,2,2,dddf482f-29bc-482f-a386-e520c8c3ceae,50018,49845,4,0,0,22610,347,0.0036,16684,none,default,1,1,1
grow-t20,grow,50,1,3,3,dddf482f-29bc-482f-a386-e520c8c3ceae,50017,49845,6,0,0,33034,338,0.005158,21902,none,default,1,1,1
grow-t20,grow,50,1,4,4,dddf482f-29bc-482f-a386-e520c8c3ceae,50035,49845,8,0,0,43464,350,0.00673,16881,none,default,1,1,1
grow-t20,grow,50,1,5,5,dddf482f-29bc-482f-a386-e520c8c3ceae,50005,49845,10,0,0,53899,357,0.008299,15898,none,default,1,1,1
grow-t20,grow,50,1,6,6,dddf482f-29bc-482f-a386-e520c8c3ceae,50034,49845,12,0,0,64346,358,0.009867,18256,none,default,1,1,1
grow-t20,grow,50,1,7,7,dddf482f-29bc-482f-a386-e520c8c3ceae,49996,49845,12,0,861,74784,337,0.01142,23230,none,default,1,1,1
grow-t20,grow,50,1,8,8,dddf482f-29bc-482f-a386-e520c8c3ceae,49993,49845,12,0,937,74999,334,0.01145,29232,none,default,1,1,1
grow-t20,grow,50,1,9,9,dddf482f-29bc-482f-a386-e520c8c3ceae,49996,49845,12,0,1056,75029,342,0.01146,21240,none,default,1,1,1
grow-t20,grow,50,1,10,10,dddf482f-29bc-482f-a386-e520c8c3ceae,50010,49845,12,0,1219,75185,339,0.011481,18456,none,executive,1,1,1
grow-t20,grow,50,1,11,11,dddf482f-29bc-482f-a386-e520c8c3ceae,49991,49845,12,0,1378,75233,336,0.011487,17096,none,executive,1,1,1
grow-t20,grow,50,1,12,12,dddf482f-29bc-482f-a386-e520c8c3ceae,49994,49845,12,0,1446,75298,311,0.011481,19248,none,executive,1,1,1
grow-t20,grow,50,1,13,13,dddf482f-29bc-482f-a386-e520c8c3ceae,50008,49845,12,0,1615,74939,319,0.011432,15353,none,default,1,1,1
grow-t20,grow,50,1,14,14,dddf482f-29bc-482f-a386-e520c8c3ceae,50005,49845,12,0,1728,74983,326,0.011443,13937,none,default,1,1,1
grow-t20,grow,50,1,15,15,dddf482f-29bc-482f-a386-e520c8c3ceae,49975,49845,12,0,1828,74994,312,0.011436,14407,none,default,1,1,1
grow-t20,grow,50,1,16,16,dddf482f-29bc-482f-a386-e520c8c3ceae,49965,49845,12,2,1828,74994,315,0.011438,17225,none,default,1,1,1
grow-t20,grow,50,1,17,17,dddf482f-29bc-482f-a386-e520c8c3ceae,49972,49845,12,2,2021,85359,296,0.012981,17727,none,default,1,1,1
grow-t20,grow,50,1,18,18,dddf482f-29bc-482f-a386-e520c8c3ceae,49992,49845,12,2,2173,85370,290,0.012979,14876,none,default,1,1,1
grow-t20,grow,50,1,19,19,dddf482f-29bc-482f-a386-e520c8c3ceae,49991,49845,12,2,2281,85397,312,0.012997,17230,none,default,1,1,1
grow-t20,grow,50,1,20,20,dddf482f-29bc-482f-a386-e520c8c3ceae,49998,49845,12,2,2418,85433,303,0.012997,15075,none,default,1,1,1
grow-t20,grow,50,2,1,1,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50058,49845,2,0,0,12177,338,0.002029,5542,none,default,1,1,0
grow-t20,grow,50,2,2,2,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50018,49845,4,0,0,22602,306,0.003574,19577,none,default,1,1,1
grow-t20,grow,50,2,3,3,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50017,49845,6,0,0,32993,334,0.005149,19811,none,default,1,1,1
grow-t20,grow,50,2,4,4,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50035,49845,8,0,0,43391,346,0.006716,19197,none,default,1,1,1
grow-t20,grow,50,2,5,5,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50005,49845,10,0,0,53826,327,0.00827,16036,none,default,1,1,1
grow-t20,grow,50,2,6,6,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50034,49845,12,0,0,64237,341,0.00984,10760,none,default,1,1,1
grow-t20,grow,50,2,7,7,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49996,49845,12,0,759,74658,367,0.011419,17188,none,default,1,1,1
grow-t20,grow,50,2,8,8,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49993,49845,12,0,978,74847,324,0.011421,16636,none,default,1,1,1
grow-t20,grow,50,2,9,9,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49996,49845,12,0,1047,74914,333,0.011437,35750,none,default,1,1,1
grow-t20,grow,50,2,10,10,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50010,49845,12,0,1192,75063,319,0.011451,11994,none,executive,1,1,1
grow-t20,grow,50,2,11,11,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49991,49845,12,0,1307,75076,340,0.011465,15709,none,executive,1,1,1
grow-t20,grow,50,2,12,12,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49994,49845,12,0,1512,75168,327,0.011471,32983,none,executive,1,1,1
grow-t20,grow,50,2,13,13,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50008,49845,12,0,1660,75238,313,0.011473,16951,none,executive,1,1,1
grow-t20,grow,50,2,14,14,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,50005,49845,12,0,1751,74862,320,0.011421,34542,none,default,1,1,1
grow-t20,grow,50,2,15,15,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49975,49845,12,0,1452,74932,337,0.011442,11435,none,default,1,1,1
grow-t20,grow,50,2,16,16,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49965,49845,12,2,1452,74882,340,0.011436,16290,none,default,1,1,1
grow-t20,grow,50,2,17,17,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49972,49845,12,2,1271,85269,314,0.012979,22132,none,default,1,1,1
grow-t20,grow,50,2,18,18,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49992,49845,12,2,1425,85189,334,0.012979,8436,none,default,1,1,1
grow-t20,grow,50,2,19,19,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49991,49845,12,2,1626,85234,303,0.012967,17025,none,default,1,1,1
grow-t20,grow,50,2,20,20,3dc17ff3-02c5-47d0-bca7-62ce84ebb2f2,49998,49845,12,2,1744,85254,314,0.012977,7525,none,default,1,1,1
grow-t20,grow,50,3,1,1,54759abc-1ccd-4645-8006-6a995533191d,50058,49845,2,0,0,12177,285,0.001998,3977,none,default,1,1,0
grow-t20,grow,50,3,2,2,54759abc-1ccd-4645-8006-6a995533191d,50018,49845,4,0,0,22549,318,0.003573,6292,none,default,1,1,1
grow-t20,grow,50,3,3,3,54759abc-1ccd-4645-8006-6a995533191d,50017,49845,6,0,0,32966,302,0.005126,4616,none,default,1,1,1
grow-t20,grow,50,3,4,4,54759abc-1ccd-4645-8006-6a995533191d,50035,49845,8,0,0,43356,313,0.006691,38934,none,default,1,1,1
grow-t20,grow,50,3,5,5,54759abc-1ccd-4645-8006-6a995533191d,50005,49845,10,0,0,53756,299,0.008243,33455,none,default,1,1,1
grow-t20,grow,50,3,6,6,54759abc-1ccd-4645-8006-6a995533191d,50034,49845,12,0,0,64138,300,0.009801,34569,none,default,1,1,1
grow-t20,grow,50,3,7,7,54759abc-1ccd-4645-8006-6a995533191d,49996,49845,12,0,390,74530,288,0.011352,51569,none,default,1,1,1
grow-t20,grow,50,3,8,8,54759abc-1ccd-4645-8006-6a995533191d,49993,49845,12,0,711,74655,302,0.011379,36167,none,default,1,1,1
grow-t20,grow,50,3,9,9,54759abc-1ccd-4645-8006-6a995533191d,49996,49845,12,0,818,74732,285,0.011381,9233,none,default,1,1,1
grow-t20,grow,50,3,10,10,54759abc-1ccd-4645-8006-6a995533191d,50010,49845,12,0,1023,74644,307,0.011381,8828,none,executive,1,1,1
grow-t20,grow,50,3,11,11,54759abc-1ccd-4645-8006-6a995533191d,49991,49845,12,0,1178,74654,279,0.011366,15174,none,executive,1,1,1
grow-t20,grow,50,3,12,12,54759abc-1ccd-4645-8006-6a995533191d,49994,49845,12,0,1344,74574,294,0.011362,8668,none,default,1,1,1
grow-t20,grow,50,3,13,13,54759abc-1ccd-4645-8006-6a995533191d,50008,49845,12,0,1503,74593,311,0.011376,9121,none,default,1,1,1
grow-t20,grow,50,3,14,14,54759abc-1ccd-4645-8006-6a995533191d,50005,49845,12,0,1684,74629,285,0.011365,16813,none,default,1,1,1
grow-t20,grow,50,3,15,15,54759abc-1ccd-4645-8006-6a995533191d,49975,49845,12,0,1997,74675,281,0.01137,18959,none,default,1,1,1
grow-t20,grow,50,3,16,16,54759abc-1ccd-4645-8006-6a995533191d,49965,49845,12,2,1997,74749,293,0.011388,24475,none,default,1,1,1
grow-t20,grow,50,3,17,17,54759abc-1ccd-4645-8006-6a995533191d,49972,49845,12,2,2085,85092,306,0.012947,6178,none,default,1,1,1
grow-t20,grow,50,3,18,18,54759abc-1ccd-4645-8006-6a995533191d,49992,49845,12,2,2342,85147,257,0.012926,7052,none,default,1,1,1
grow-t20,grow,50,3,19,19,54759abc-1ccd-4645-8006-6a995533191d,49991,49845,12,2,2590,85176,275,0.012941,9712,none,default,1,1,1
grow-t20,grow,50,3,20,20,54759abc-1ccd-4645-8006-6a995533191d,49998,49845,12,2,2543,85209,266,0.012941,11127,none,default,1,1,1
grow-t20,grow,100,1,1,1,dacd881b-85d4-466c-81c3-5d22eb10178c,60214,60000,2,0,0,14206,322,0.002324,11395,none,default,1,1,0
grow-t20,grow,100,1,2,2,dacd881b-85d4-466c-81c3-5d22eb10178c,60174,60000,4,0,0,26664,307,0.004184,4742,none,default,1,1,1
grow-t20,grow,100,1,3,3,dacd881b-85d4-466c-81c3-5d22eb10178c,60173,60000,6,0,0,39080,325,0.006057,5895,none,default,1,1,1
grow-t20,grow,100,1,4,4,dacd881b-85d4-466c-81c3-5d22eb10178c,60191,60000,8,0,0,51523,335,0.007929,14518,none,default,1,1,1
grow-t20,grow,100,1,5,5,dacd881b-85d4-466c-81c3-5d22eb10178c,60161,60000,10,0,0,63980,299,0.009776,8344,none,default,1,1,1
grow-t20,grow,100,1,6,6,dacd881b-85d4-466c-81c3-5d22eb10178c,60190,60000,12,0,0,76398,319,0.011651,22155,none,default,1,1,1
grow-t20,grow,100,1,7,7,dacd881b-85d4-466c-81c3-5d22eb10178c,60152,60000,12,0,721,88828,325,0.013519,31405,none,default,1,1,1
grow-t20,grow,100,1,8,8,dacd881b-85d4-466c-81c3-5d22eb10178c,60149,60000,12,0,799,89000,299,0.013529,25787,none,default,1,1,1
grow-t20,grow,100,1,9,9,dacd881b-85d4-466c-81c3-5d22eb10178c,60152,60000,12,0,921,88884,311,0.013519,40839,none,default,1,1,1
grow-t20,grow,100,1,10,10,dacd881b-85d4-466c-81c3-5d22eb10178c,60166,60000,12,0,1069,88997,312,0.013537,22075,none,executive,1,1,1
grow-t20,grow,100,1,11,11,dacd881b-85d4-466c-81c3-5d22eb10178c,60147,60000,12,0,1193,89022,298,0.013532,20192,none,executive,1,1,1
grow-t20,grow,100,1,12,12,dacd881b-85d4-466c-81c3-5d22eb10178c,60150,60000,12,0,1371,88993,282,0.013518,16974,none,executive,1,1,1
grow-t20,grow,100,1,13,13,dacd881b-85d4-466c-81c3-5d22eb10178c,60164,60000,12,0,1505,88998,309,0.013535,14887,none,executive,1,1,1
grow-t20,grow,100,1,14,14,dacd881b-85d4-466c-81c3-5d22eb10178c,60161,60000,12,0,1622,89042,290,0.01353,15855,none,executive,1,1,1
grow-t20,grow,100,1,15,15,dacd881b-85d4-466c-81c3-5d22eb10178c,60131,60000,12,0,1759,89068,328,0.013557,19470,none,executive,1,1,1
grow-t20,grow,100,1,16,16,dacd881b-85d4-466c-81c3-5d22eb10178c,60121,60000,12,2,1759,89122,292,0.013543,11068,none,executive,1,1,1
grow-t20,grow,100,1,17,17,dacd881b-85d4-466c-81c3-5d22eb10178c,60128,60000,12,2,1878,101531,300,0.01541,30092,none,executive,1,1,1
grow-t20,grow,100,1,18,18,dacd881b-85d4-466c-81c3-5d22eb10178c,60148,60000,12,2,2064,101340,304,0.015383,29092,none,default,1,1,1
grow-t20,grow,100,1,19,19,dacd881b-85d4-466c-81c3-5d22eb10178c,60147,60000,12,2,2236,101397,291,0.015384,36108,none,default,1,1,1
grow-t20,grow,100,1,20,20,dacd881b-85d4-466c-81c3-5d22eb10178c,60154,60000,12,2,2381,101421,291,0.015388,31870,none,default,1,1,1
grow-t20,grow,100,2,1,1,74ca0883-b59a-4636-848f-d24495bc876c,60214,60000,2,0,0,14206,309,0.002316,4681,none,default,1,1,0
grow-t20,grow,100,2,2,2,74ca0883-b59a-4636-848f-d24495bc876c,60174,60000,4,0,0,26650,332,0.004197,6505,none,default,1,1,1
grow-t20,grow,100,2,3,3,74ca0883-b59a-4636-848f-d24495bc876c,60173,60000,6,0,0,39134,327,0.006066,7476,none,default,1,1,1
grow-t20,grow,100,2,4,4,74ca0883-b59a-4636-848f-d24495bc876c,60191,60000,8,0,0,51541,325,0.007926,12545,none,default,1,1,1
grow-t20,grow,100,2,5,5,74ca0883-b59a-4636-848f-d24495bc876c,60161,60000,10,0,0,63974,321,0.009789,5691,none,default,1,1,1
grow-t20,grow,100,2,6,6,74ca0883-b59a-4636-848f-d24495bc876c,60190,60000,12,0,0,76393,351,0.01167,8009,none,default,1,1,1
grow-t20,grow,100,2,7,7,74ca0883-b59a-4636-848f-d24495bc876c,60152,60000,12,0,595,88847,351,0.013538,9452,none,default,1,1,1
grow-t20,grow,100,2,8,8,74ca0883-b59a-4636-848f-d24495bc876c,60149,60000,12,0,882,88996,311,0.013536,17395,none,default,1,1,1
grow-t20,grow,100,2,9,9,74ca0883-b59a-4636-848f-d24495bc876c,60152,60000,12,0,1054,88997,305,0.013533,10840,none,default,1,1,1
grow-t20,grow,100,2,10,10,74ca0883-b59a-4636-848f-d24495bc876c,60166,60000,12,0,1147,89095,333,0.013564,21503,none,executive,1,1,1
grow-t20,grow,100,2,11,11,74ca0883-b59a-4636-848f-d24495bc876c,60147,60000,12,0,1288,89115,322,0.01356,14900,none,executive,1,1,1
grow-t20,grow,100,2,12,12,74ca0883-b59a-4636-848f-d24495bc876c,60150,60000,12,0,1374,89038,324,0.01355,10264,none,default,1,1,1
grow-t20,grow,100,2,13,13,74ca0883-b59a-4636-848f-d24495bc876c,60164,60000,12,0,1569,89036,312,0.013543,9813,none,default,1,1,1
grow-t20,grow,100,2,14,14,74ca0883-b59a-4636-848f-d24495bc876c,60161,60000,12,0,1717,89057,315,0.013548,13653,none,default,1,1,1
grow-t20,grow,100,2,15,15,74ca0883-b59a-4636-848f-d24495bc876c,60131,60000,12,0,1845,89072,323,0.013555,14551,none,default,1,1,1
grow-t20,grow,100,2,16,16,74ca0883-b59a-4636-848f-d24495bc876c,60121,60000,12,2,1845,89132,321,0.013562,7617,none,default,1,1,1
grow-t20,grow,100,2,17,17,74ca0883-b59a-4636-848f-d24495bc876c,60128,60000,12,2,1969,101508,317,0.015416,18851,none,default,1,1,1
grow-t20,grow,100,2,18,18,74ca0883-b59a-4636-848f-d24495bc876c,60148,60000,12,2,2182,101531,306,0.015413,13180,none,default,1,1,1
grow-t20,grow,100,2,19,19,74ca0883-b59a-4636-848f-d24495bc876c,60147,60000,12,2,2352,101547,298,0.015411,12843,none,default,1,1,1
grow-t20,grow,100,2,20,20,74ca0883-b59a-4636-848f-d24495bc876c,60154,60000,12,2,2600,101586,312,0.015425,24945,none,default,1,1,1
grow-t20,grow,100,3,1,1,6117d64c-3d06-464a-ba25-e4946984ee75,60214,60000,2,0,0,14206,293,0.002307,6644,none,default,1,1,0
grow-t20,grow,100,3,2,2,6117d64c-3d06-464a-ba25-e4946984ee75,60174,60000,4,0,0,26615,294,0.004169,16161,none,default,1,1,1
grow-t20,grow,100,3,3,3,6117d64c-3d06-464a-ba25-e4946984ee75,60173,60000,6,0,0,39040,305,0.006039,18827,none,default,1,1,1
grow-t20,grow,100,3,4,4,6117d64c-3d06-464a-ba25-e4946984ee75,60191,60000,8,0,0,51451,313,0.007905,19603,none,default,1,1,1
grow-t20,grow,100,3,5,5,6117d64c-3d06-464a-ba25-e4946984ee75,60161,60000,10,0,0,63863,319,0.009771,19537,none,default,1,1,1
grow-t20,grow,100,3,6,6,6117d64c-3d06-464a-ba25-e4946984ee75,60190,60000,12,0,0,76306,326,0.011642,14938,none,default,1,1,1
grow-t20,grow,100,3,7,7,6117d64c-3d06-464a-ba25-e4946984ee75,60152,60000,12,0,744,88719,321,0.0135,22565,none,default,1,1,1
grow-t20,grow,100,3,8,8,6117d64c-3d06-464a-ba25-e4946984ee75,60149,60000,12,0,854,88885,326,0.013528,24439,none,default,1,1,1
grow-t20,grow,100,3,9,9,6117d64c-3d06-464a-ba25-e4946984ee75,60152,60000,12,0,1034,88904,334,0.013536,19001,none,default,1,1,1
grow-t20,grow,100,3,10,10,6117d64c-3d06-464a-ba25-e4946984ee75,60166,60000,12,0,1148,89073,343,0.013567,21177,none,executive,1,1,1
grow-t20,grow,100,3,11,11,6117d64c-3d06-464a-ba25-e4946984ee75,60147,60000,12,0,1256,89128,299,0.013549,15636,none,executive,1,1,1
grow-t20,grow,100,3,12,12,6117d64c-3d06-464a-ba25-e4946984ee75,60150,60000,12,0,1393,89091,331,0.013562,16434,none,executive,1,1,1
grow-t20,grow,100,3,13,13,6117d64c-3d06-464a-ba25-e4946984ee75,60164,60000,12,0,1472,89116,313,0.013555,16399,none,executive,1,1,1
grow-t20,grow,100,3,14,14,6117d64c-3d06-464a-ba25-e4946984ee75,60161,60000,12,0,1641,89149,297,0.013551,22221,none,executive,1,1,1
grow-t20,grow,100,3,15,15,6117d64c-3d06-464a-ba25-e4946984ee75,60131,60000,12,0,1478,89139,307,0.013555,18958,none,executive,1,1,1
grow-t20,grow,100,3,16,16,6117d64c-3d06-464a-ba25-e4946984ee75,60121,60000,12,2,1478,89097,303,0.013546,18262,none,executive,1,1,1
grow-t20,grow,100,3,17,17,6117d64c-3d06-464a-ba25-e4946984ee75,60128,60000,12,2,1585,101467,279,0.015387,31011,none,executive,1,1,1
grow-t20,grow,100,3,18,18,6117d64c-3d06-464a-ba25-e4946984ee75,60148,60000,12,2,1722,101444,288,0.015389,21369,none,executive,1,1,1
grow-t20,grow,100,3,19,19,6117d64c-3d06-464a-ba25-e4946984ee75,60147,60000,12,2,1862,101442,276,0.015382,12826,none,executive,1,1,1
grow-t20,grow,100,3,20,20,6117d64c-3d06-464a-ba25-e4946984ee75,60154,60000,12,2,1996,101313,271,0.01536,18470,none,default,1,1,1
pivot-t20,pivot,0,1,1,1,b4003491-98e6-4d75-b9e1-a83bd7d11a26,154,0,2,0,0,2172,109,0.000391,2090,none,default,1,1,0
pivot-t20,pivot,0,1,2,2,b4003491-98e6-4d75-b9e1-a83bd7d11a26,89,0,4,0,0,2385,115,0.000427,4713,none,default,1,1,1
pivot-t20,pivot,0,1,3,3,b4003491-98e6-4d75-b9e1-a83bd7d11a26,116,0,6,0,0,2576,106,0.00045,5175,none,default,1,1,1
pivot-t20,pivot,0,1,4,4,b4003491-98e6-4d75-b9e1-a83bd7d11a26,82,0,8,0,0,2738,112,0.000478,4772,none,default,1,1,1
pivot-t20,pivot,0,1,5,5,b4003491-98e6-4d75-b9e1-a83bd7d11a26,252,0,10,0,0,2957,362,0.000661,38557,none,default,1,1,1
pivot-t20,pivot,0,1,6,6,b4003491-98e6-4d75-b9e1-a83bd7d11a26,93,0,12,0,0,3390,372,0.000732,7275,none,default,1,1,1
pivot-t20,pivot,0,1,7,7,b4003491-98e6-4d75-b9e1-a83bd7d11a26,116,0,12,0,599,3834,380,0.000803,7241,none,default,1,1,1
pivot-t20,pivot,0,1,8,8,b4003491-98e6-4d75-b9e1-a83bd7d11a26,76,0,12,0,773,4239,372,0.000859,7169,none,default,1,1,1
pivot-t20,pivot,0,1,9,9,b4003491-98e6-4d75-b9e1-a83bd7d11a26,134,0,12,0,927,4557,348,0.000892,6352,none,default,1,1,1
pivot-t20,pivot,0,1,10,10,b4003491-98e6-4d75-b9e1-a83bd7d11a26,82,0,12,0,983,4848,357,0.000941,11539,none,default,1,1,1
pivot-t20,pivot,0,1,11,11,b4003491-98e6-4d75-b9e1-a83bd7d11a26,77,0,12,0,803,5129,356,0.000983,7783,none,default,1,1,1
pivot-t20,pivot,0,1,12,12,b4003491-98e6-4d75-b9e1-a83bd7d11a26,68,0,12,0,880,5080,351,0.000973,6860,none,default,1,1,1
pivot-t20,pivot,0,1,13,13,b4003491-98e6-4d75-b9e1-a83bd7d11a26,57,0,12,0,995,5079,342,0.000967,5030,none,default,1,1,1
pivot-t20,pivot,0,1,14,14,b4003491-98e6-4d75-b9e1-a83bd7d11a26,53,0,12,0,1099,5046,352,0.000968,5025,none,default,1,1,1
pivot-t20,pivot,0,1,15,15,b4003491-98e6-4d75-b9e1-a83bd7d11a26,30,0,12,0,1245,5038,368,0.000976,5367,none,default,1,1,1
pivot-t20,pivot,0,1,16,16,b4003491-98e6-4d75-b9e1-a83bd7d11a26,45,0,12,0,1363,5066,360,0.000976,5634,none,default,1,1,1
pivot-t20,pivot,0,1,17,17,b4003491-98e6-4d75-b9e1-a83bd7d11a26,75,0,12,0,1513,5088,371,0.000986,5642,none,default,1,1,1
pivot-t20,pivot,0,1,18,18,b4003491-98e6-4d75-b9e1-a83bd7d11a26,50,0,12,0,1617,5125,370,0.000991,5325,none,default,1,1,1
pivot-t20,pivot,0,1,19,19,b4003491-98e6-4d75-b9e1-a83bd7d11a26,88,0,12,0,1753,5165,355,0.000988,5791,none,default,1,1,1
pivot-t20,pivot,0,1,20,20,b4003491-98e6-4d75-b9e1-a83bd7d11a26,76,0,12,0,1781,5204,124,0.000855,2217,none,default,1,1,1
pivot-t20,pivot,0,2,1,1,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,154,0,2,0,0,2172,82,0.000375,2151,none,default,1,1,0
pivot-t20,pivot,0,2,2,2,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,89,0,4,0,0,2358,82,0.000403,1947,none,default,1,1,1
pivot-t20,pivot,0,2,3,3,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,116,0,6,0,0,2516,88,0.00043,1778,none,default,1,1,1
pivot-t20,pivot,0,2,4,4,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,82,0,8,0,0,2660,88,0.000452,1848,none,default,1,1,1
pivot-t20,pivot,0,2,5,5,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,252,0,10,0,0,7248,730,0.001525,9934,none,default,1,1,1
pivot-t20,pivot,0,2,6,6,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,93,0,12,0,0,3198,273,0.000643,4815,none,default,1,1,1
pivot-t20,pivot,0,2,7,7,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,116,0,12,0,460,3542,279,0.000699,3892,none,default,1,1,1
pivot-t20,pivot,0,2,8,8,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,76,0,12,0,503,3866,268,0.000741,4711,none,default,1,1,1
pivot-t20,pivot,0,2,9,9,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,134,0,12,0,637,4099,114,0.000683,2838,none,default,1,1,1
pivot-t20,pivot,0,2,10,10,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,82,0,12,0,739,4142,254,0.000774,4025,none,default,1,1,1
pivot-t20,pivot,0,2,11,11,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,77,0,12,0,708,4350,273,0.000816,6860,none,default,1,1,1
pivot-t20,pivot,0,2,12,12,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,68,0,12,0,809,4318,277,0.000814,4969,none,default,1,1,1
pivot-t20,pivot,0,2,13,13,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,57,0,12,0,991,4356,260,0.000809,5200,none,default,1,1,1
pivot-t20,pivot,0,2,14,14,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,53,0,12,0,1072,4377,272,0.00082,5059,none,default,1,1,1
pivot-t20,pivot,0,2,15,15,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,30,0,12,0,1200,4410,271,0.000824,3894,none,default,1,1,1
pivot-t20,pivot,0,2,16,16,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,45,0,12,0,1365,4604,264,0.000849,3835,none,default,1,1,1
pivot-t20,pivot,0,2,17,17,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,75,0,12,0,1518,4638,288,0.000868,4613,none,default,1,1,1
pivot-t20,pivot,0,2,18,18,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,50,0,12,0,1665,4700,281,0.000874,18373,none,default,1,1,1
pivot-t20,pivot,0,2,19,19,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,88,0,12,0,1854,4730,275,0.000874,5355,none,default,1,1,1
pivot-t20,pivot,0,2,20,20,155a6a84-c4d5-45c0-a7c8-819ae3b0266c,76,0,12,0,2037,4805,132,0.0008,2107,none,default,1,1,1
pivot-t20,pivot,0,3,1,1,53b327ac-aa86-447e-9d56-df61a9bfa0d8,154,0,2,0,0,2172,283,0.000496,5249,none,default,1,1,0
pivot-t20,pivot,0,3,2,2,53b327ac-aa86-447e-9d56-df61a9bfa0d8,89,0,4,0,0,2564,273,0.000548,5078,none,default,1,1,1
pivot-t20,pivot,0,3,3,3,53b327ac-aa86-447e-9d56-df61a9bfa0d8,116,0,6,0,0,2913,272,0.0006,4915,none,default,1,1,1
pivot-t20,pivot,0,3,4,4,53b327ac-aa86-447e-9d56-df61a9bfa0d8,82,0,8,0,0,3260,255,0.000642,5769,none,default,1,1,1
pivot-t20,pivot,0,3,5,5,53b327ac-aa86-447e-9d56-df61a9bfa0d8,252,0,10,0,0,3623,127,0.00062,2831,none,default,1,1,1
pivot-t20,pivot,0,3,6,6,53b327ac-aa86-447e-9d56-df61a9bfa0d8,93,0,12,0,0,3757,266,0.000723,5157,none,default,1,1,1
